Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
text2vec,C:/Users/pech/Documents/R/win-library/3.6,0.5.1,NA,"R (>= 3.2.0), methods","Matrix (>= 1.1), Rcpp (>= 0.11), RcppParallel (>= 4.3.14),
digest (>= 0.6.8), foreach(>= 1.4.3), data.table(>= 1.9.6),
irlba (>= 2.2.1), R6 (>= 2.1.2), futile.logger (>= 1.4.3),
stringi (>= 1.1.5), mlapi (>= 0.1.0)","Rcpp, RcppParallel, digest, sparsepp (>= 0.2.0)","doParallel, testthat, covr, knitr, rmarkdown, glmnet,
parallel, tokenizers, magrittr",NA,GPL (>= 2) | file LICENSE,NA,NA,NA,NA,yes,3.6.0
textcat,C:/Users/pech/Documents/R/win-library/3.6,1.0-6,NA,R (>= 3.2.0),"tau (>= 0.0-11), slam",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
textmineR,C:/Users/pech/Documents/R/win-library/3.6,3.0.4,NA,"R (>= 3.0.2), Matrix","gtools, magrittr, methods, parallel, text2vec (>= 0.5),
stopwords, stringr, Rcpp, RcppProgress, RSpectra","Rcpp, RcppArmadillo, RcppProgress","digest, dplyr, igraph, knitr, lda, MASS, rmarkdown,
SnowballC, stringi, testthat, tibble, tidyr, tidytext,
topicmodels, wordcloud",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
tfruns,C:/Users/pech/Documents/R/win-library/3.6,1.4,NA,R (>= 3.1),"utils, jsonlite (>= 1.2), base64enc, yaml, config, magrittr,
whisker, tidyselect, rlang, rstudioapi (>= 0.7), reticulate",NA,"testthat, knitr",NA,Apache License 2.0,NA,NA,NA,NA,no,3.6.1
TH.data,C:/Users/pech/Documents/R/win-library/3.6,1.0-10,NA,"R (>= 2.10.0), survival, MASS",NA,NA,"dplyr, gdata, plyr",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
thief,C:/Users/pech/Documents/R/win-library/3.6,0.3,NA,"R (>= 3.0.2), forecast (>= 7.2)","hts, ggplot2",NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.6.1
threejs,C:/Users/pech/Documents/R/win-library/3.6,0.3.1,NA,"R (>= 3.0.0), igraph (>= 1.0.0)","htmlwidgets (>= 0.3.2), base64enc, crosstalk, methods, stats",NA,maps,"knitr, shiny",MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
ThresholdROC,C:/Users/pech/Documents/R/win-library/3.6,2.7,NA,R (>= 3.1.0),"MASS, numDeriv, pROC",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
tibble,C:/Users/pech/Documents/R/win-library/3.6,2.1.3,NA,R (>= 3.1.0),"cli, crayon (>= 1.3.4), fansi (>= 0.4.0), methods, pillar (>=
1.3.1), pkgconfig, rlang (>= 0.3.0), utils",NA,"bench, covr, dplyr, htmltools, import, knitr, mockr,
nycflights13, rmarkdown, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
tictoc,C:/Users/pech/Documents/R/win-library/3.6,1.0,NA,"R (>= 3.0.3), methods",NA,NA,NA,NA,Apache License (== 2.0) | file LICENSE,NA,NA,NA,NA,no,3.6.0
tidygraph,C:/Users/pech/Documents/R/win-library/3.6,1.1.2,NA,NA,"tibble, dplyr (>= 0.8), igraph, magrittr, utils, rlang, R6,
Rcpp, tools, stats, tidyr, pillar",Rcpp,"network, data.tree, ape, graph, methods, testthat, covr,
seriation, netrankr, influenceR, NetSwan",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
tidylog,C:/Users/pech/Documents/R/win-library/3.6,0.2.0,NA,NA,"dplyr, tidyr, glue, clisymbols",NA,"testthat, covr, lintr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
tidymodels,C:/Users/pech/Documents/R/win-library/3.6,0.0.3,NA,R (>= 3.1),"broom (>= 0.5.2), cli (>= 1.1.0), crayon (>= 1.3.4), dials (>=
0.0.3), dplyr (>= 0.8.3), ggplot2 (>= 3.2.1), infer (>= 0.5.0),
magrittr (>= 1.5), parsnip (>= 0.0.3.1), pillar (>= 1.4.2),
purrr (>= 0.3.2), recipes (>= 0.1.7), rlang (>= 0.4.0), rsample
(>= 0.0.5), rstudioapi (>= 0.10), tibble (>= 2.1.3), tidytext
(>= 0.2.2), tidypredict (>= 0.4.3), tidyposterior (>= 0.0.2),
yardstick (>= 0.0.4)",NA,"covr, knitr, rmarkdown, testthat, xml2",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.1
tidyposterior,C:/Users/pech/Documents/R/win-library/3.6,0.0.2,NA,R (>= 2.10),"rsample (>= 0.0.2), tidyr (>= 0.7.1), dplyr, rstanarm (>=
2.15.3), rlang, utils, purrr, tibble, generics, ggplot2,",NA,"knitr, testthat, covr",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
tidypredict,C:/Users/pech/Documents/R/win-library/3.6,0.4.3,NA,R (>= 3.1),"dplyr (>= 0.7), rlang, purrr, knitr, generics, tibble",NA,"dbplyr, testthat (>= 2.1.0), randomForest, ranger, earth,
rmarkdown, nycflights13, RSQLite, methods, DBI, covr, xgboost,
Cubist, mlbench, partykit, yaml, parsnip",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
tidyquant,C:/Users/pech/Documents/R/win-library/3.6,0.5.8,NA,"R (>= 3.0.0), lubridate, PerformanceAnalytics, quantmod (>=
0.4-13)","dplyr (>= 0.8.3), ggplot2, httr, lazyeval, magrittr, purrr,
Quandl, stringr, tibble, tidyr (>= 1.0.0), timetk, TTR, xml2,
xts, rlang, rstudioapi, crayon, cli",NA,"tidyverse, alphavantager, broom, knitr, rmarkdown, testthat,
tibbletime, scales, Rblpapi, readxl",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
tidyr,C:/Users/pech/Documents/R/win-library/3.6,1.0.0,NA,R (>= 3.1),"dplyr (>= 0.8.2), ellipsis (>= 0.1.0), glue, magrittr, purrr,
Rcpp, rlang, stringi, tibble (>= 2.1.1), tidyselect (>= 0.2.5),
utils, vctrs (>= 0.2.0), lifecycle",Rcpp,"covr, jsonlite, knitr, repurrrsive (>= 1.0.0), rmarkdown,
readr, testthat (>= 2.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
tidyselect,C:/Users/pech/Documents/R/win-library/3.6,0.2.5,NA,R (>= 3.1),"glue (>= 1.3.0), purrr, rlang (>= 0.2.2), Rcpp (>= 0.12.0)","Rcpp (>= 0.12.0),","covr, dplyr, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
tidystringdist,C:/Users/pech/Documents/R/win-library/3.6,0.1.4,NA,NA,"attempt, rlang, stringdist, tibble",NA,"dplyr, knitr, magrittr, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
tidytext,C:/Users/pech/Documents/R/win-library/3.6,0.2.2,NA,R (>= 2.10),"rlang, dplyr, stringr, hunspell, generics, Matrix, tokenizers,
janeaustenr, purrr (>= 0.1.1), methods, stopwords",NA,"readr, tidyr, XML, tm, quanteda, knitr, rmarkdown, ggplot2,
reshape2, wordcloud, topicmodels, NLP, scales, gutenbergr,
testthat, vdiffr, mallet, stm, data.table, broom, textdata",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
tidyverse,C:/Users/pech/Documents/R/win-library/3.6,1.2.1,NA,NA,"broom (>= 0.4.2), cli (>= 1.0.0), crayon (>= 1.3.4), dplyr (>=
0.7.4), dbplyr (>= 1.1.0), forcats (>= 0.2.0), ggplot2 (>=
2.2.1), haven (>= 1.1.0), hms (>= 0.3), httr (>= 1.3.1),
jsonlite (>= 1.5), lubridate (>= 1.7.1), magrittr (>= 1.5),
modelr (>= 0.1.1), purrr (>= 0.2.4), readr (>= 1.1.1), readxl
(>= 1.0.0), reprex (>= 0.1.1), rlang (>= 0.1.4), rstudioapi (>=
0.7), rvest (>= 0.3.2), stringr (>= 1.2.0), tibble (>= 1.3.4),
tidyr (>= 0.7.2), xml2 (>= 1.1.1)",NA,"feather (>= 0.3.1), knitr (>= 1.17), rmarkdown (>= 1.7.4)",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.1
tiff,C:/Users/pech/Documents/R/win-library/3.6,0.1-5,NA,R (>= 2.9.0),NA,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.0
tikzDevice,C:/Users/pech/Documents/R/win-library/3.6,0.12.3,NA,R (>= 2.14.0),"filehash (>= 2.3), png",NA,"evaluate, formatR, ggplot2, knitr, lattice, maps, scales,
stringr, testthat (>= 0.8.1), withr",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
timeDate,C:/Users/pech/Documents/R/win-library/3.6,3043.102,NA,"R (>= 2.15.1), graphics, utils, stats, methods",NA,NA,"date, RUnit",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.0
timereg,C:/Users/pech/Documents/R/win-library/3.6,1.9.4,NA,"R (>= 2.15), survival","lava, numDeriv, stats, graphics, grDevices, utils, methods",NA,"mets,",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
timetk,C:/Users/pech/Documents/R/win-library/3.6,0.1.2,NA,R (>= 3.3.0),"dplyr (>= 0.7.0), lazyeval (>= 0.2.0), lubridate (>= 1.6.0),
padr (>= 0.3.0), purrr (>= 0.2.2), readr (>= 1.0.0), stringi
(>= 1.1.5), tibble (>= 1.2), tidyr (>= 0.6.1), xts (>= 0.9-7),
zoo (>= 1.7-14)",NA,"tidyverse, broom, forcats, forecast, knitr, rmarkdown,
robets, scales, stringr, testthat, tidyquant, fracdiff,
timeDate, timeSeries, tseries",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.1
tinytex,C:/Users/pech/Documents/R/win-library/3.6,0.16,NA,NA,xfun (>= 0.5),NA,"testit, rstudioapi",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
tm,C:/Users/pech/Documents/R/win-library/3.6,0.7-6,NA,"R (>= 3.2.0), NLP (>= 0.2-0)","Rcpp, parallel, slam (>= 0.1-37), stats, tools, utils,
graphics, xml2","BH, Rcpp","antiword, filehash, methods, pdftools, Rcampdf, Rgraphviz,
Rpoppler, SnowballC, testthat, tm.lexicon.GeneralInquirer",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
TMB,C:/Users/pech/Documents/R/win-library/3.6,1.7.15,NA,R (>= 3.0.0),"graphics, methods, stats, utils, Matrix (>= 1.0-12)","Matrix, RcppEigen","numDeriv, parallel",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
tokenizers,C:/Users/pech/Documents/R/win-library/3.6,0.2.1,NA,R (>= 3.1.3),"stringi (>= 1.0.1), Rcpp (>= 0.12.3), SnowballC (>= 0.5.1)",Rcpp,"covr, knitr, rmarkdown, stopwords (>= 0.9.0), testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
topicmodels,C:/Users/pech/Documents/R/win-library/3.6,0.2-8,NA,R (>= 2.15.0),"stats4, methods, modeltools, slam, tm (>= 0.6)",NA,"lasso2, lattice, lda, OAIHarvester, SnowballC,
corpus.JSS.papers",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
transformr,C:/Users/pech/Documents/R/win-library/3.6,0.1.1,NA,NA,"Rcpp (>= 0.12.15), tweenr, rlang, sf, lpSolve",Rcpp,magrittr,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
tree,C:/Users/pech/Documents/R/win-library/3.6,1.0-40,NA,"R (>= 3.6.0), grDevices, graphics, stats",NA,NA,MASS,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
treemap,C:/Users/pech/Documents/R/win-library/3.6,2.4-2,NA,R (>= 2.10),"colorspace, data.table (>= 1.8.8), ggplot2, grid, gridBase,
igraph, methods, RColorBrewer, shiny (>= 0.12.0)",NA,knitr,NA,GPL-3,NA,NA,NA,NA,no,3.6.1
triebeard,C:/Users/pech/Documents/R/win-library/3.6,0.3.0,NA,NA,Rcpp,Rcpp,"knitr, rmarkdown, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
trimcluster,C:/Users/pech/Documents/R/win-library/3.6,0.1-2.1,NA,R (>= 1.9.0),NA,NA,fpc,NA,GPL,NA,NA,NA,NA,no,3.6.1
tripR,C:/Users/pech/Documents/R/win-library/3.6,0.1.0,NA,NA,"dplyr, lubridate, rvest, xml2, stringr, purrr,readr,glue",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
trustpilotR,C:/Users/pech/Documents/R/win-library/3.6,0.1.0,NA,NA,"rvest, tidyverse, lubridate, stringr, dplyr, magrittr, purrr,
jsonlite",NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
tseries,C:/Users/pech/Documents/R/win-library/3.6,0.10-47,NA,R (>= 2.10.0),"graphics, stats, utils, quadprog, zoo, quantmod (>= 0.4-9)",NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
TSP,C:/Users/pech/Documents/R/win-library/3.6,1.1-7,NA,R (>= 2.14.0),"graphics, foreach, utils, methods, stats, grDevices",NA,"maps, sp, maptools, testthat",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
TTR,C:/Users/pech/Documents/R/win-library/3.6,0.23-5,NA,NA,"xts (>= 0.10-0), zoo, curl",xts,RUnit,quantmod,GPL-2,NA,NA,NA,NA,yes,3.6.1
tweenr,C:/Users/pech/Documents/R/win-library/3.6,1.0.1,NA,R (>= 3.2.0),"Rcpp (>= 0.12.3), grDevices, farver, magrittr, rlang",Rcpp,"testthat, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
txtq,C:/Users/pech/Documents/R/win-library/3.6,0.2.0,NA,NA,"base64url, filelock, R6",NA,"parallel, purrr, testthat (>= 2.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
ucminf,C:/Users/pech/Documents/R/win-library/3.6,1.1-4,NA,NA,NA,NA,numDeriv,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
udapi,C:/Users/pech/Documents/R/win-library/3.6,0.1.3,NA,NA,"httr, curl",NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
udpipe,C:/Users/pech/Documents/R/win-library/3.6,0.8.3,NA,R (>= 2.10),"Rcpp (>= 0.11.5), data.table (>= 1.9.6), Matrix, methods",Rcpp,"knitr, topicmodels, lattice, parallel",NA,MPL-2.0,NA,NA,NA,NA,yes,3.6.1
udunits2,C:/Users/pech/Documents/R/win-library/3.6,0.13,NA,R (>= 2.10.0),NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.0
units,C:/Users/pech/Documents/R/win-library/3.6,0.6-5,NA,R (>= 3.0.2),Rcpp,Rcpp (>= 0.12.10),"udunits2, NISTunits, measurements, xml2, tibble, pillar (>=
1.3.0), knitr, testthat, ggforce, rmarkdown, magrittr",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
urca,C:/Users/pech/Documents/R/win-library/3.6,1.3-0,NA,"R (>= 2.0.0), methods","nlme, graphics, stats",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
urltools,C:/Users/pech/Documents/R/win-library/3.6,1.7.3,NA,R (>= 2.10),"Rcpp, methods, triebeard",Rcpp,"testthat, knitr",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.1
uroot,C:/Users/pech/Documents/R/win-library/3.6,2.1-0,NA,"R (>= 3.0.0), stats",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.1
usethis,C:/Users/pech/Documents/R/win-library/3.6,1.5.1,NA,R (>= 3.2),"clipr (>= 0.3.0), clisymbols, crayon, curl (>= 2.7), desc, fs
(>= 1.3.0), gh, git2r (>= 0.23), glue (>= 1.3.0), purrr, rlang,
rprojroot (>= 1.2), rstudioapi, stats, utils, whisker, withr,
yaml",NA,"covr, knitr, magick, pkgdown (>= 1.1.0), rmarkdown, roxygen2,
spelling (>= 1.2), styler (>= 1.0.2), testthat (>= 2.1.0)",NA,GPL-3,NA,NA,NA,NA,no,3.6.1
utf8,C:/Users/pech/Documents/R/win-library/3.6,1.1.4,NA,R (>= 2.10),NA,NA,"knitr, rmarkdown, testthat",NA,Apache License (== 2.0) | file LICENSE,NA,NA,NA,NA,yes,3.6.1
uuid,C:/Users/pech/Documents/R/win-library/3.6,0.1-2,NA,R (>= 2.9.0),NA,NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.0
vctrs,C:/Users/pech/Documents/R/win-library/3.6,0.2.0,NA,R (>= 3.2),"backports, ellipsis (>= 0.2.0), digest, glue, rlang (>=
0.4.0), zeallot",NA,"bit64, covr, crayon, generics, knitr, pillar (>= 1.4.1),
pkgdown, rmarkdown, testthat, tibble",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
vdiffr,C:/Users/pech/Documents/R/win-library/3.6,0.3.1,NA,R (>= 3.2.0),"devtools, diffobj, fontquiver (>= 0.2.0), freetypeharfbuzz (>=
0.2.5), gdtools, glue, grDevices, htmlwidgets (>= 0.6),
htmltools, purrr (>= 0.2.0), rlang, R6, Rcpp, shiny, testthat
(>= 1.0.0), usethis (>= 1.4.0), xml2 (>= 1.0.0)","freetypeharfbuzz, gdtools, Rcpp, BH","crayon, ggplot2 (>= 3.2.0), roxygen2, rstudioapi, withr, yaml",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.1
VGAM,C:/Users/pech/Documents/R/win-library/3.6,1.1-1,NA,"R (>= 3.4.0), methods, stats, stats4, splines",NA,NA,"VGAMdata, MASS, mgcv",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
vipor,C:/Users/pech/Documents/R/win-library/3.6,0.4.5,NA,R (>= 3.0.0),"stats, graphics",NA,"testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
viridis,C:/Users/pech/Documents/R/win-library/3.6,0.5.1,NA,"R (>= 2.10), viridisLite (>= 0.3.0)","stats, ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, rasterVis, httr, mapproj, vdiffr, svglite (>=
1.2.0), testthat, covr, rmarkdown, rgdal",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
viridisLite,C:/Users/pech/Documents/R/win-library/3.6,0.3.0,NA,R (>= 2.10),NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
visNetwork,C:/Users/pech/Documents/R/win-library/3.6,2.0.8,NA,R (>= 3.0),"htmlwidgets, htmltools, jsonlite, magrittr, utils, methods,
grDevices, stats",NA,"knitr, rmarkdown, webshot, igraph, rpart, shiny,
shinyWidgets, colourpicker, sparkline, ggraph, tidygraph,
flashClust",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
vlad,C:/Users/pech/Documents/R/win-library/3.6,0.2.0,NA,R (>= 2.10),Rcpp (>= 0.12.12),"Rcpp, RcppArmadillo","dplyr, ggplot2, parallel, rmarkdown, spcadjust (>= 1.1),
testthat, tidyr",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
webshot,C:/Users/pech/Documents/R/win-library/3.6,0.5.1,NA,R (>= 3.0),"magrittr, jsonlite, callr",NA,"httpuv, knitr, rmarkdown, shiny",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
whisker,C:/Users/pech/Documents/R/win-library/3.6,0.4,NA,NA,NA,NA,markdown,NA,GPL-3,NA,NA,NA,NA,no,3.6.1
whoami,C:/Users/pech/Documents/R/win-library/3.6,1.3.0,NA,NA,"httr, jsonlite, utils",NA,"covr, mockery, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
widyr,C:/Users/pech/Documents/R/win-library/3.6,0.1.2,NA,NA,"dplyr, tidyr, reshape2, tidytext, purrr, Matrix, broom",NA,"ggraph, igraph, gapminder, testthat, covr, knitr,
topicmodels, janeaustenr, rmarkdown, unvotes (>= 0.2.0),
countrycode, fuzzyjoin, ggplot2, maps, irlba",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
withr,C:/Users/pech/Documents/R/win-library/3.6,2.1.2,NA,R (>= 3.0.2),"stats, graphics, grDevices",NA,"testthat, covr, lattice, DBI, RSQLite, methods, knitr,
rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
wordcloud,C:/Users/pech/Documents/R/win-library/3.6,2.6,NA,"methods, RColorBrewer",Rcpp (>= 0.9.4),Rcpp,"tm (>= 0.6), slam",NA,LGPL-2.1,NA,NA,NA,NA,yes,3.6.1
wordcloud2,C:/Users/pech/Documents/R/win-library/3.6,0.2.1,NA,R (>= 3.1.0),"htmlwidgets, base64enc, grDevices, graphics",NA,"knitr, rmarkdown, webshot",shiny (>= 0.12),GPL-2,NA,NA,NA,NA,no,3.6.1
WRS2,C:/Users/pech/Documents/R/win-library/3.6,1.0-0,NA,R (>= 3.2.0),"MASS, reshape, plyr, stats, graphics, grDevices, utils, mc2d",NA,"knitr, car, ggplot2, colorspace, mediation, GGally",NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
xaringan,C:/Users/pech/Documents/R/win-library/3.6,0.12,NA,NA,"htmltools, knitr (>= 1.21), servr (>= 0.13), xfun (>= 0.6),
rmarkdown",NA,"rstudioapi, testit",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
xfun,C:/Users/pech/Documents/R/win-library/3.6,0.10,NA,NA,"stats, tools",NA,"testit, parallel, rstudioapi, tinytex, mime, markdown, knitr,
htmltools, base64enc, remotes, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
xgboost,C:/Users/pech/Documents/R/win-library/3.6,0.90.0.2,NA,R (>= 3.3.0),"Matrix (>= 1.1-0), methods, data.table (>= 1.9.6), magrittr
(>= 1.5), stringi (>= 0.5.2)",NA,"knitr, rmarkdown, ggplot2 (>= 1.0.1), DiagrammeR (>= 0.9.0),
Ckmeans.1d.dp (>= 3.3.1), vcd (>= 1.3), testthat, lintr, igraph
(>= 1.0.1), jsonlite, float",NA,Apache License (== 2.0) | file LICENSE,NA,NA,NA,NA,yes,3.6.1
xlsx,C:/Users/pech/Documents/R/win-library/3.6,0.6.1,NA,NA,"rJava, xlsxjars, grDevices, utils",NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.6.0
xlsxjars,C:/Users/pech/Documents/R/win-library/3.6,0.6.1,NA,rJava,NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.6.0
XML,C:/Users/pech/Documents/R/win-library/3.6,3.98-1.20,NA,"R (>= 2.13.0), methods, utils",NA,NA,"bitops, RCurl",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.0
xml2,C:/Users/pech/Documents/R/win-library/3.6,1.2.2,NA,R (>= 3.1.0),"Rcpp, methods",Rcpp (>= 0.12.12),"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
xmlparsedata,C:/Users/pech/Documents/R/win-library/3.6,1.0.3,NA,R (>= 3.0.0),NA,NA,"covr, testthat, xml2",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
xopen,C:/Users/pech/Documents/R/win-library/3.6,1.0.0,NA,R (>= 3.1),processx,NA,"ps, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
xslt,C:/Users/pech/Documents/R/win-library/3.6,1.3,NA,xml2 (>= 1.1.0),NA,"Rcpp, xml2",testthat,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
xtable,C:/Users/pech/Documents/R/win-library/3.6,1.8-4,NA,R (>= 2.10.0),"stats, utils",NA,"knitr, plm, zoo, survival",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
xts,C:/Users/pech/Documents/R/win-library/3.6,0.11-2,NA,zoo (>= 1.7-12),methods,zoo,"timeSeries, timeDate, tseries, chron, fts, tis, RUnit",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
yaml,C:/Users/pech/Documents/R/win-library/3.6,2.2.0,NA,NA,NA,NA,RUnit,NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.0
yardstick,C:/Users/pech/Documents/R/win-library/3.6,0.0.4,NA,R (>= 2.10),"dplyr, utils, pROC (>= 1.15.0), rlang (>= 0.4.0), tidyselect,
Rcpp, generics",Rcpp,"testthat, covr, purrr, tidyr, ggplot2, knitr, kableExtra,
rmarkdown",NA,GPL-2,NA,NA,NA,NA,yes,3.6.1
yelpR,C:/Users/pech/Documents/R/win-library/3.6,0.1.0,NA,NA,"rvest, tidyverse, lubridate, stringr, dplyr, magrittr",NA,NA,NA,-,NA,NA,NA,NA,no,3.6.1
yesno,C:/Users/pech/Documents/R/win-library/3.6,0.1.0,NA,R (>= 3.1.0),utils,NA,"testthat, covr",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
zeallot,C:/Users/pech/Documents/R/win-library/3.6,0.1.0,NA,NA,NA,NA,"testthat, knitr, rmarkdown, purrr, magrittr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.1
zip,C:/Users/pech/Documents/R/win-library/3.6,2.0.4,NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,CC0,NA,NA,NA,NA,yes,3.6.1
zoo,C:/Users/pech/Documents/R/win-library/3.6,1.8-6,NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"coda, chron, DAAG, fts, ggplot2, mondate, scales,
strucchange, timeDate, timeSeries, tis, tseries, xts",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
ztable,C:/Users/pech/Documents/R/win-library/3.6,0.2.0,NA,R (>= 3.1.2),"stringr, magrittr, RColorBrewer, flextable, officer, moonBook,
scales",NA,"MASS, survival, testthat, knitr, rmarkdown",NA,GPL-2,NA,NA,NA,NA,no,3.6.1
base,C:/Program Files/R/R-3.6.1/library,3.6.1,base,NA,NA,NA,methods,NA,Part of R 3.6.1,NA,NA,NA,NA,NA,3.6.1
boot,C:/Program Files/R/R-3.6.1/library,1.3-22,recommended,"R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,Unlimited,NA,NA,NA,NA,no,3.6.1
class,C:/Program Files/R/R-3.6.1/library,7.3-15,recommended,"R (>= 3.0.0), stats, utils",MASS,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.1
cluster,C:/Program Files/R/R-3.6.1/library,2.1.0,recommended,R (>= 3.3.0),"graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
codetools,C:/Program Files/R/R-3.6.1/library,0.2-16,recommended,R (>= 2.1),NA,NA,NA,NA,GPL,NA,NA,NA,NA,no,3.6.1
compiler,C:/Program Files/R/R-3.6.1/library,3.6.1,base,NA,NA,NA,NA,NA,Part of R 3.6.1,NA,NA,NA,NA,NA,3.6.1
datasets,C:/Program Files/R/R-3.6.1/library,3.6.1,base,NA,NA,NA,NA,NA,Part of R 3.6.1,NA,NA,NA,NA,NA,3.6.1
foreign,C:/Program Files/R/R-3.6.1/library,0.8-71,recommended,R (>= 3.0.0),"methods, utils, stats",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.1
